-0.06,0.45
1.60,0.48
-0.17,0.42
0.64,0.41
0.57,0.41
0.50,0.41
2.12,0.51
-2.38,0.37
1.35,0.47
-0.76,0.44
1.56,0.56
4.78,0.87
15.49,1.73
19.47,2.72
21.95,3.76
26.15,5.13
22.79,7.09
17.18,10.47
-19.22,11.80
-40.01,14.09
-31.79,13.73
-13.71,9.16
-38.89,3.94
-3.90,1.68
56.27,4.50
-88.14,3.12
-83.50,4.09
65.84,11.10
14.57,10.44
-34.68,6.90
-141.31,-3.22
-34.14,-8.27
-26.02,-10.44
49.57,-5.11
-116.25,-8.69
-104.53,-16.90
65.48,-16.99
-22.28,-19.20
-136.46,-23.77
-134.13,-29.83
-34.85,-31.82
30.44,-29.08
-96.50,-30.91
-94.94,-34.93
81.23,-29.43
60.42,-25.42
-47.21,-27.27
-45.18,-31.50
-138.33,-41.30
-22.42,-42.62
35.87,-36.08
-110.49,-35.17
-125.97,-38.44
102.09,-33.20
41.99,-33.03
-134.13,-39.22
-134.13,-47.02
-137.49,-54.59
-23.04,-52.57
74.55,-42.34
-129.52,-44.00
-120.91,-48.33
81.62,-43.68
-31.28,-45.65
-134.13,-52.68
-134.13,-60.71
-145.77,-65.80
-4.14,-59.63
122.98,-45.09
-134.12,-48.55
-108.92,-55.93
48.96,-55.68
-36.59,-56.70
-134.13,-63.30
-134.13,-68.10
-26.90,-65.27
57.80,-55.89
-129.29,-58.23
-123.44,-64.53
78.72,-61.30
-35.77,-62.13
-134.13,-68.81
-134.13,-74.74
-41.36,-73.19
12.29,-65.95
-117.57,-65.74
-125.98,-70.12
89.16,-65.58
-29.28,-64.90
-135.78,-68.38
-134.13,-73.68
-148.14,-79.22
30.44,-72.39
-107.47,-72.09
-124.12,-74.00
95.85,-66.54
-39.36,-66.36
-134.13,-72.10
-136.84,-77.43
-17.26,-73.74
91.59,-62.50
-132.02,-65.40
-111.23,-70.24
1.76,-68.68
-140.79,-74.10
-134.13,-79.99
-136.59,-84.58
-28.70,-80.50
113.08,-67.30
-134.12,-69.64
-116.71,-74.35
66.88,-68.99
-13.15,-67.09
-145.77,-72.52
-146.37,-79.37
-24.03,-79.20
-14.75,-76.66
4.62,-71.38
44.14,-63.41
77.33,-54.12
77.57,-46.07
72.10,-38.79
41.38,-35.85
-17.53,-37.15
-31.36,-37.45
-27.70,-38.13
-17.61,-36.81
34.66,-30.18
93.98,-20.35
96.28,-12.43
