4,-201
1228,-88,15580,-488,-124,-215
1372,-80,15684,-478,-141,-204
1360,-224,15548,-470,-165,-183
1412,-168,15652,-495,-129,-194
1356,-144,15776,-478,-123,-232
1188,-112,15744,-478,-118,-199
1332,-196,15720,-513,-126,-209
1336,-180,15752,-466,-152,-186
1312,-48,15672,-489,-133,-219
1248,-96,15584,-471,-127,-213
1416,-116,15648,-484,-161,-211
1264,-76,15600,-490,-138,-210
1348,-120,15516,-484,-129,-194
1352,-168,15556,-476,-107,-210
1328,-148,15788,-482,-139,-209
1440,-116,15616,-482,-130,-190
1172,-156,15732,-490,-162,-211
1440,-164,15668,-478,-155,-200
1376,-104,15652,-485,-166,-214
1316,-80,15616,-472,-155,-220
1388,-180,15552,-442,-129,-200
1404,-180,15628,-459,-145,-195
1372,-80,15720,-519,-120,-201
1308,-24,15620,-489,-136,-217
1408,-128,15500,-508,-175,-204
1256,-72,15744,-480,-140,-194
1316,-92,15652,-491,-113,-207
1324,-124,15564,-497,-112,-211
1316,-72,15640,-492,-158,-187
1184,-216,15700,-495,-134,-188
1280,-120,15732,-474,-140,-205
1324,-152,15560,-492,-127,-202
1240,-84,15704,-478,-124,-214
1276,-176,15740,-477,-134,-208
1388,-12,15660,-487,-146,-224
1412,-60,15636,-452,-123,-209
1324,-56,15692,-495,-152,-190
1324,-96,15560,-463,-159,-201
1380,-176,15704,-506,-147,-205
1244,-60,15616,-463,-128,-205
1212,-124,15616,-475,-134,-207
1452,-236,15692,-489,-140,-208
1224,-168,15704,-467,-115,-207
1328,-144,15708,-466,-152,-211
1388,-172,15760,-486,-131,-210
1304,-220,15452,-457,-166,-183
1404,-64,15732,-462,-172,-206
1412,-72,15680,-464,-162,-195
1396,-32,15544,-452,-121,-188
1336,-68,15800,-472,-125,-206
1324,-172,15652,-480,-130,-200
1284,-104,15728,-472,-138,-201
1324,-216,15580,-476,-140,-221
1348,-152,15736,-533,-173,-234
1348,-168,15664,-504,-161,-202
1348,-164,15696,-479,-126,-212
1424,-124,15784,-476,-143,-200
1384,-132,15680,-465,-122,-221
1332,-160,15688,-461,-109,-184
1276,-108,15808,-490,-120,-210
1240,-132,15700,-473,-126,-208
1308,-148,15652,-484,-116,-194
1352,-184,15788,-490,-145,-218
1276,-152,15764,-468,-129,-203
1340,-116,15620,-456,-162,-208
1300,-144,15632,-467,-136,-193
1352,-132,15616,-499,-129,-196
1336,-32,15680,-490,-128,-211
